smiles,ie,batch,time
OCC1CC1OCC#C,13.41734077603121,0,9.825518877943978
CCC(C)C1COCO1,13.469596685580655,0,9.825576646951959
CNC1=C(NC=N1)C=O,12.770369996706563,0,9.825608297018334
CCC1=COC=C1OC,13.263822897178784,0,9.825634225038812
COC1=CC(C)=C(N)N1,11.599380030130305,0,9.825665673939511
NC(=O)C12CN1C(=O)C2,14.102770512894494,0,9.825690280878916
OC1C=CC=CC=C1,13.087326761998838,0,9.825714175822213
OC1CCC23CC12CO3,13.323490618390679,0,9.82574116694741
CC1OC2C3C1CC23O,13.135797692866504,0,9.825760702835396
COC12CCC1(O)C2O,13.283654392195103,0,12.097191156819463
C1OC11CCCC1,14.02052234429891,0,12.097225741948932
NC(=O)C12CN1C(=O)C2,14.102770512894494,0,14.365790389943868
CNC1=NC=NOC1=O,13.706500171772745,0,14.365819925908
CC1CCCCC(=O)C1,13.465250045692983,0,14.365834602853283
CC12CCC(C1)C(=O)C2,13.547357741146811,0,14.365844601998106
NC(=O)C12CN1C(=O)C2,14.102770512894494,0,14.365852155955508
NC(=O)N1CC1,14.163240717136318,1,29.830058517865837
NC(=O)C(=O)N1CCC1,13.34955716758543,1,29.83006632188335
NC(=O)C1(CCC1)C=O,13.807794266289761,1,29.830067774979398
CCC1(CCC1)C(N)=O,13.384694757681245,1,29.83006902690977
CC1(COC1=N)C(N)=O,13.805463302526846,1,29.830070449970663
NC(=O)C12OC1CC2=O,14.127585673742487,1,29.830071802949533
NC(=O)C1(CC1)NC=O,13.75839367326239,1,29.830072924960405
NC(=O)N1CCCC1=N,13.166664158650974,1,29.83007423696108
NC(=O)C12CCN1CC2,13.04025207633822,1,29.83007592987269
NC(=O)C(=N)N1CCC1,12.983756809210718,1,29.83007716294378
NC(=O)C12CN1CCC2,13.376362369558933,1,29.830078163882717
CN1CC1(C)CC(N)=O,13.032840418662545,1,29.830081389984116
NC(=O)N1CCC1,13.454711310614812,1,29.83008277299814
NC(=O)C1(O)COC1=N,14.059313920477962,1,29.830086880829185
N=C1OCC23CCC12N3,13.35312188296757,1,29.830088002840057
NC1=CC(=O)CC1,13.294980734912542,2,44.3906438939739
NC(=O)C1=CC=C(N)N1,12.62548991384233,2,44.390646829036996
NC(=O)N1C=NC(O)=N1,14.36934391321688,2,44.39064902393147
NC(=O)C1=CN2CC2C1,13.178627773197718,2,44.390654373914
O=CC1CN2CC12,13.874805893324265,2,44.39065580582246
NC(=O)C1=CC(O)CC1,13.464063662503918,2,44.39065711898729
NC(=O)C1=C(O)NC=C1,13.061668090657918,2,44.390658320859075
NC(=O)C1=C(O)C=CN1,13.249875532450233,2,44.39065943285823
NC(=O)C1=CN=C(O)N1,13.644035780763033,2,44.39066060492769
O=CC1CN2C3CC1C23,13.464600417032557,2,44.39066194789484
NC1=CC=C2C(O)CN12,12.244133786358589,2,44.39066307991743
CC(=O)C1=CC=C(N)N1,12.690304466975022,2,44.390664191916585
OCCC(=O)NC1CC1,13.242447540376475,2,44.39066542382352
NC(=O)C1=CNC=C1O,13.258634330133418,2,44.39066722802818
NC1=CC(=O)CN2CC12,12.776667607220702,2,44.39066853001714
NC1=CC(N)=NN1C=O,13.106283441266669,3,58.92476178682409
NC(=O)N1C=CC(N)=N1,13.30716116184783,3,58.92476479290053
NC(=O)N1C=C(N)N=N1,13.563746896121643,3,58.92476606485434
CC(=O)N1N=NC(O)=N1,14.796676613052341,3,58.924767307937145
CC1=NN(N=N1)C(N)=O,14.515565432855851,3,58.92476837988943
CC(=O)N1C=C(N)N=N1,13.566876636877396,3,58.92476960201748
CC1=NC=NN1C(N)=O,14.206954334868783,3,58.924771054880694
OCC1=NC=NN1C=O,14.571912967235562,3,58.92477259784937
CC1=CN(C=N1)C(N)=O,13.595305544469852,3,58.92477379995398
NC(=O)N1C=NC(N)=N1,13.74841984369732,3,58.92477515200153
OCC1=CCNC(=O)N1,13.094072473696315,3,58.92477636504918
C1CC2=C(N1)N=NN2,12.783548781508216,3,58.92477781698108
O=C(C#N)C1=NOC=N1,15.257841846626548,3,58.924778969958425
C#CC1=NN=C(O1)C#C,14.190194552133335,3,58.92478003189899
CC(=O)N1C=NC(N)=N1,13.76208142099972,3,58.92478112387471
CC1=NN(C=C1)C(N)=O,13.829928343470328,3,58.924782084999606
N#CC1=CN=C(O1)C#N,15.39523939550611,4,73.28898083092645
CC1=C(C#N)C(O)=NO1,14.656639459238818,4,73.28900088882074
CC(CO)C(C)CC#N,13.723052443497295,4,73.28900349396281
CC(C#N)C1=NC=CO1,14.277107307514484,4,73.28900607791729
CC1=C(C)C(O)=NO1,13.884658156,4,73.2890091938898
N=C1OC(=CC=N1)C#N,14.22194583901296,4,73.28901247004978
CC(O)C1=C(O)N=CO1,13.559096410577467,4,73.28901503491215
CC(NC=N)(C#N)C#N,14.189660943473314,4,73.28901723888703
CC1=C(CCO)OC=N1,13.373009051077588,4,73.28901943285018
CN1N=NC=C1CC#N,13.951006367933587,4,73.28902198793367
N#CC1=CN=NO1,15.687655879324325,4,73.28902420192026
CC(C#N)N1N=CN=N1,14.647010180395682,4,73.28902726783417
OC1=C(F)C(F)=NC=N1,14.85812883341248,4,73.28902940195985
O=C(C#N)N1N=CN=N1,15.350449853689724,4,73.28903154586442
NC1(C#N)C2OC(=O)C12,14.673429156142447,4,73.28903373004869
CC(O)C1=NON=C1O,14.403512247429603,4,73.28903583390638
